Mar 18 2023     08:41:30 am     Elt: 001866 Seconds.  Real Time: 001868
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        4, 000
   7,      507, 000
   8,     2083, 000
   9,     2536, 000
  10,     2135, 000
  11,     1577, 000
  12,     1203, 000
  13,      844, 000
  14,      548, 000
  15,      340, 000
  16,      162, 000
  17,       79, 000
  18,       26, 000
  19,        6, 000
  20,        0, 000
  21,        0, 000
  22,        0, 000
  23,        0, 000
  24,        0, 000
  25,        0, 000
  26,        1, 000
  27,        0, 000
  28,        0, 000
  29,        0, 000
  30,        0, 000
  31,        0, 000
  32,        0, 000
  33,        0, 000
  34,        0, 000
  35,        0, 000
  36,        0, 000
  37,        0, 000
  38,        0, 000
  39,        0, 000
  40,        0, 000
  41,        0, 000
  42,        0, 000
  43,        0, 000
  44,        0, 000
  45,        0, 000
  46,        0, 000
  47,        0, 000
  48,        0, 000
  49,        0, 000
  50,        0, 000
  51,        0, 000
  52,        0, 000
  53,        0, 000
  54,        0, 000
  55,        0, 000
  56,        0, 000
  57,        0, 000
  58,        0, 000
  59,        0, 000
  60,        0, 000
  61,        0, 000
  62,        0, 000
  63,        0, 000
  64,        0, 000
  65,        0, 000
  66,        0, 000
  67,        0, 000
  68,        0, 000
  69,        0, 000
  70,        0, 000
  71,        0, 000
  72,        0, 000
  73,        0, 000
  74,        0, 000
  75,        0, 000
  76,        0, 000
  77,        0, 000
  78,        0, 000
  79,        0, 000
  80,        0, 000
  81,        0, 000
  82,        0, 000
  83,        0, 000
  84,        0, 000
  85,        0, 000
  86,        0, 000
  87,        0, 000
  88,        0, 000
  89,        0, 000
  90,        0, 000
  91,        0, 000
  92,        0, 000
  93,        0, 000
  94,        0, 000
  95,        0, 000
  96,        0, 000
  97,        1, 000
  98,        0, 000
  99,        0, 000
 100,        0, 000
 101,        0, 000
 102,        0, 000
 103,        0, 000
 104,        0, 000
 105,        0, 000
 106,        0, 000
 107,        0, 000
 108,        0, 000
 109,        0, 000
 110,        0, 000
 111,        0, 000
 112,        0, 000
 113,        0, 000
 114,        0, 000
 115,        0, 000
 116,        0, 000
 117,        0, 000
 118,        0, 000
 119,        0, 000
 120,        0, 000
 121,        0, 000
 122,        0, 000
 123,        0, 000
 124,        0, 000
 125,        0, 000
 126,        0, 000
 127,        0, 000
 128,        0, 000
 129,        0, 000
 130,        0, 000
 131,        0, 000
 132,        0, 000
 133,        0, 000
 134,        0, 000
 135,        0, 000
 136,        0, 000
 137,        0, 000
 138,        0, 000
 139,        0, 000
 140,        0, 000
 141,        0, 000
 142,        0, 000
 143,        0, 000
 144,        0, 000
 145,        0, 000
 146,        0, 000
 147,        0, 000
 148,        0, 000
 149,        0, 000
 150,        0, 000
 151,        0, 000
 152,        0, 000
 153,        0, 000
 154,        0, 000
 155,        0, 000
 156,        0, 000
 157,        0, 000
 158,        0, 000
 159,        0, 000
 160,        0, 000
 161,        0, 000
 162,        0, 000
 163,        0, 000
 164,        0, 000
 165,        0, 000
 166,        0, 000
 167,        0, 000
 168,        0, 000
 169,        0, 000
 170,        0, 000
 171,        0, 000
 172,        0, 000
 173,        0, 000
 174,        0, 000
 175,        0, 000
 176,        0, 000
 177,        0, 000
 178,        0, 000
 179,        0, 000
 180,        0, 000
 181,        0, 000
 182,        0, 000
 183,        0, 000
 184,        0, 000
 185,        0, 000
 186,        0, 000
 187,        0, 000
 188,        0, 000
 189,        0, 000
 190,        0, 000
 191,        0, 000
 192,        0, 000
 193,        0, 000
 194,        0, 000
 195,        0, 000
 196,        0, 000
 197,        0, 000
 198,        0, 000
 199,        0, 000
 200,        0, 000
 201,        0, 000
 202,        0, 000
 203,        0, 000
 204,        0, 000
 205,        0, 000
 206,        0, 000
 207,        0, 000
 208,        0, 000
 209,        0, 000
 210,        0, 000
 211,        0, 000
 212,        0, 000
 213,        0, 000
 214,        0, 000
 215,        0, 000
 216,        0, 000
 217,        0, 000
 218,        0, 000
 219,        0, 000
 220,        0, 000
 221,        0, 000
 222,        0, 000
 223,        0, 000
 224,        0, 000
 225,        0, 000
 226,        0, 000
 227,        0, 000
 228,        0, 000
 229,        0, 000
 230,        0, 000
 231,        0, 000
 232,        0, 000
 233,        0, 000
 234,        0, 000
 235,        0, 000
 236,        0, 000
 237,        0, 000
 238,        0, 000
 239,        0, 000
 240,        0, 000
 241,        0, 000
 242,        0, 000
 243,        0, 000
 244,        0, 000
 245,        0, 000
 246,        0, 000
 247,        0, 000
 248,        0, 000
 249,        0, 000
 250,        0, 000
 251,        0, 000
 252,        0, 000
 253,        0, 000
 254,        0, 000
 255,        0, 000
 256,        0, 000
 257,        0, 000
 258,        0, 000
 259,        0, 000
 260,        0, 000
 261,        0, 000
 262,        0, 000
 263,        0, 000
 264,        0, 000
 265,        0, 000
 266,        0, 000
 267,        0, 000
 268,        0, 000
 269,        0, 000
 270,        0, 000
 271,        0, 000
 272,        0, 000
 273,        0, 000
 274,        0, 000
 275,        0, 000
 276,        0, 000
 277,        0, 000
 278,        0, 000
 279,        0, 000
 280,        0, 000
 281,        0, 000
 282,        0, 000
 283,        0, 000
 284,        0, 000
 285,        0, 000
 286,        1, 000
 287,        0, 000
 288,        0, 000
 289,        0, 000
 290,        1, 000
 291,        0, 000
 292,        0, 000
 293,        0, 000
 294,        0, 000
 295,        0, 000
 296,        0, 000
 297,        0, 000
 298,        0, 000
 299,        0, 000
 300,        0, 000
 301,        1, 000
 302,        1, 000
 303,        0, 000
 304,        0, 000
 305,        2, 000
 306,        0, 000
 307,        1, 000
 308,        0, 000
 309,        0, 000
 310,        0, 000
 311,        1, 000
 312,        0, 000
 313,        0, 000
 314,        1, 000
 315,        1, 000
 316,        1, 000
 317,        1, 000
 318,        0, 000
 319,        1, 000
 320,        2, 000
 321,        1, 000
 322,        1, 000
 323,        1, 000
 324,        0, 000
 325,        1, 000
 326,        0, 000
 327,        1, 000
 328,        2, 000
 329,        2, 000
 330,        2, 000
 331,        0, 000
 332,        0, 000
 333,        3, 000
 334,        0, 000
 335,        1, 000
 336,        0, 000
 337,        4, 000
 338,        1, 000
 339,        0, 000
 340,        1, 000
 341,        0, 000
 342,        1, 000
 343,        3, 000
 344,        3, 000
 345,        1, 000
 346,        3, 000
 347,        3, 000
 348,        0, 000
 349,        2, 000
 350,        6, 000
 351,        0, 000
 352,        1, 000
 353,        2, 000
 354,        1, 000
 355,        2, 000
 356,        1, 000
 357,        1, 000
 358,        3, 000
 359,        3, 000
 360,        3, 000
 361,        2, 000
 362,        4, 000
 363,        3, 000
 364,        2, 000
 365,        1, 000
 366,        4, 000
 367,        5, 000
 368,        5, 000
 369,        1, 000
 370,        2, 000
 371,        6, 000
 372,        5, 000
 373,        8, 000
 374,        3, 000
 375,        4, 000
 376,        2, 000
 377,        4, 000
 378,        6, 000
 379,        2, 000
 380,        3, 000
 381,        7, 000
 382,       11, 000
 383,        8, 000
 384,        5, 000
 385,        3, 000
 386,        4, 000
 387,        4, 000
 388,       14, 000
 389,        9, 000
 390,        4, 000
 391,       14, 000
 392,        3, 000
 393,        8, 000
 394,        5, 000
 395,       10, 000
 396,       13, 000
 397,       13, 000
 398,        9, 000
 399,        9, 000
 400,       12, 000
 401,       11, 000
 402,       11, 000
 403,        4, 000
 404,        7, 000
 405,       12, 000
 406,       13, 000
 407,        7, 000
 408,       12, 000
 409,        9, 000
 410,       17, 000
 411,       12, 000
 412,       12, 000
 413,       10, 000
 414,       16, 000
 415,       18, 000
 416,        8, 000
 417,       20, 000
 418,       11, 000
 419,       13, 000
 420,       12, 000
 421,       10, 000
 422,       16, 000
 423,       16, 000
 424,       14, 000
 425,       14, 000
 426,       14, 000
 427,       19, 000
 428,       23, 000
 429,       18, 000
 430,       12, 000
 431,       24, 000
 432,       17, 000
 433,       16, 000
 434,       21, 000
 435,       21, 000
 436,       22, 000
 437,       23, 000
 438,       18, 000
 439,       29, 000
 440,       26, 000
 441,       26, 000
 442,       28, 000
 443,       24, 000
 444,       30, 000
 445,       26, 000
 446,       32, 000
 447,       21, 000
 448,       21, 000
 449,       31, 000
 450,       35, 000
 451,       34, 000
 452,       30, 000
 453,       31, 000
 454,       27, 000
 455,       31, 000
 456,       35, 000
 457,       32, 000
 458,       43, 000
 459,       44, 000
 460,       34, 000
 461,       38, 000
 462,       33, 000
